[grpo seed=0] training 500000 steps on cuda ...
[grpo] step  426802/500000 | vs random 0.98 vs negamax 0.82 (p1 0.88/p2 0.76) | ploss +0.048 ent 0.31 | train_wr 0.81 | mix r/n/s 0.11/0.48/0.41 lr 4.4e-05 | 114 st/s
[grpo] step  430770/500000 | vs random 0.99 vs negamax 0.78 (p1 0.84/p2 0.72) | ploss +0.046 ent 0.31 | train_wr 0.83 | mix r/n/s 0.10/0.48/0.42 lr 4.3e-05 | 113 st/s
[grpo] step  434768/500000 | vs random 0.97 vs negamax 0.86 (p1 0.84/p2 0.88) | ploss +0.055 ent 0.33 | train_wr 0.75 | mix r/n/s 0.10/0.48/0.42 lr 4.1e-05 | 113 st/s
[grpo] step  438944/500000 | vs random 0.98 vs negamax 0.73 (p1 0.76/p2 0.70) | ploss +0.055 ent 0.30 | train_wr 0.79 | mix r/n/s 0.10/0.48/0.43 lr 4.0e-05 | 112 st/s
[grpo] step  442995/500000 | vs random 0.98 vs negamax 0.74 (p1 0.84/p2 0.64) | ploss +0.067 ent 0.33 | train_wr 0.83 | mix r/n/s 0.09/0.48/0.43 lr 3.9e-05 | 112 st/s
[grpo] step  446997/500000 | vs random 0.96 vs negamax 0.82 (p1 0.86/p2 0.78) | ploss +0.036 ent 0.29 | train_wr 0.84 | mix r/n/s 0.09/0.48/0.43 lr 3.7e-05 | 111 st/s
[grpo] step  451249/500000 | vs random 0.96 vs negamax 0.76 (p1 0.82/p2 0.70) | ploss +0.051 ent 0.32 | train_wr 0.82 | mix r/n/s 0.09/0.48/0.44 lr 3.6e-05 | 111 st/s
[grpo] step  455076/500000 | vs random 0.97 vs negamax 0.81 (p1 0.88/p2 0.74) | ploss +0.062 ent 0.33 | train_wr 0.78 | mix r/n/s 0.08/0.48/0.44 lr 3.5e-05 | 110 st/s
[grpo] step  459079/500000 | vs random 0.97 vs negamax 0.83 (p1 0.86/p2 0.80) | ploss +0.035 ent 0.32 | train_wr 0.79 | mix r/n/s 0.08/0.48/0.44 lr 3.4e-05 | 110 st/s
[grpo] step  463076/500000 | vs random 0.98 vs negamax 0.78 (p1 0.86/p2 0.70) | ploss -0.004 ent 0.33 | train_wr 0.78 | mix r/n/s 0.08/0.48/0.45 lr 3.4e-05 | 110 st/s
[grpo] step  467170/500000 | vs random 0.98 vs negamax 0.76 (p1 0.78/p2 0.74) | ploss +0.077 ent 0.31 | train_wr 0.82 | mix r/n/s 0.07/0.48/0.45 lr 3.3e-05 | 109 st/s
[grpo] step  471361/500000 | vs random 0.98 vs negamax 0.75 (p1 0.84/p2 0.66) | ploss +0.050 ent 0.32 | train_wr 0.82 | mix r/n/s 0.07/0.48/0.45 lr 3.2e-05 | 109 st/s
[grpo] step  475606/500000 | vs random 0.99 vs negamax 0.80 (p1 0.84/p2 0.76) | ploss +0.035 ent 0.31 | train_wr 0.81 | mix r/n/s 0.06/0.48/0.46 lr 3.2e-05 | 108 st/s
[grpo] step  479360/500000 | vs random 1.00 vs negamax 0.77 (p1 0.86/p2 0.68) | ploss +0.060 ent 0.32 | train_wr 0.80 | mix r/n/s 0.06/0.48/0.46 lr 3.1e-05 | 108 st/s
[grpo] step  483456/500000 | vs random 0.98 vs negamax 0.77 (p1 0.78/p2 0.76) | ploss +0.052 ent 0.33 | train_wr 0.80 | mix r/n/s 0.06/0.48/0.46 lr 3.1e-05 | 108 st/s
[grpo] step  487424/500000 | vs random 0.96 vs negamax 0.83 (p1 0.90/p2 0.76) | ploss +0.058 ent 0.29 | train_wr 0.85 | mix r/n/s 0.05/0.48/0.47 lr 3.0e-05 | 107 st/s
[grpo] step  491353/500000 | vs random 0.97 vs negamax 0.84 (p1 0.88/p2 0.80) | ploss +0.081 ent 0.32 | train_wr 0.75 | mix r/n/s 0.05/0.48/0.47 lr 3.0e-05 | 107 st/s
[grpo] step  495459/500000 | vs random 0.97 vs negamax 0.84 (p1 0.92/p2 0.76) | ploss -0.006 ent 0.29 | train_wr 0.83 | mix r/n/s 0.05/0.48/0.47 lr 3.0e-05 | 107 st/s
[grpo] step  499681/500000 | vs random 0.98 vs negamax 0.82 (p1 0.88/p2 0.76) | ploss +0.042 ent 0.29 | train_wr 0.82 | mix r/n/s 0.04/0.48/0.48 lr 3.0e-05 | 106 st/s
[grpo] step  503694/500000 | vs random 0.99 vs negamax 0.80 (p1 0.94/p2 0.66) | ploss +0.044 ent 0.30 | train_wr 0.76 | mix r/n/s 0.04/0.48/0.48 lr 3.0e-05 | 107 st/s
[grpo seed=0] done in 4728s | final {'step': 503694, 'ploss': 0.0445, 'entropy': 0.296}
